draw,program,base_riders,scen_riders,d_riders,base_dist_mean,base_dist_p50,base_dist_p90,scen_dist_mean,scen_dist_p50,scen_dist_p90
164,basic,10008.5,10279.8064,271.3064,1.5817,1.259,2.8229,1.6585,1.3694,2.9032
164,gifted,1315.5,1317.2796,1.7796,,,,,,
165,basic,10008.5,10303.8944,295.3944,1.5446,1.2527,2.7856,1.6123,1.3488,2.8464
165,gifted,1315.5,1316.8636,1.3636,,,,,,
166,basic,10008.5,10271.2673,262.7673,1.5678,1.259,2.8157,1.6425,1.3769,2.8623
166,gifted,1315.5,1316.5888,1.0888,,,,,,
167,basic,10008.5,10291.5922,283.0922,1.6073,1.3034,2.8465,1.6835,1.3881,2.9627
167,gifted,1315.5,1316.8601,1.3601,,,,,,
168,basic,10008.5,10334.5879,326.0879,1.6045,1.3132,2.8465,1.6809,1.3926,2.9563
168,gifted,1315.5,1316.4696,0.9696,,,,,,
169,basic,10008.5,10280.3634,271.8634,1.5244,1.2337,2.7413,1.5939,1.3433,2.8155
169,gifted,1315.5,1316.5557,1.0557,,,,,,
170,basic,10008.5,10272.1233,263.6233,1.5499,1.2498,2.7853,1.6243,1.3596,2.8465
170,gifted,1315.5,1316.6823,1.1823,,,,,,
171,basic,10008.5,10280.0954,271.5954,1.5286,1.2484,2.7554,1.5975,1.3486,2.8184
171,gifted,1315.5,1316.7809,1.2809,,,,,,
172,basic,10008.5,10335.7551,327.2551,1.5368,1.2381,2.7776,1.6107,1.3475,2.8463
172,gifted,1315.5,1316.8458,1.3458,,,,,,
173,basic,10008.5,10290.2829,281.7829,1.5504,1.2529,2.7875,1.6243,1.3624,2.8465
